,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,class
1265,3.625,52.0,2.2222222222222223,0.4444444444444444,74.0,8.222222222222221,38.51,-121.47,low
1266,2.4814,20.0,5.389972144846797,1.011142061281337,1319.0,3.6740947075208914,36.58,-119.9,low
1267,5.2907,34.0,6.50711743772242,0.9572953736654805,1513.0,2.692170818505338,32.8,-116.99,average
1268,2.6288,37.0,5.230061349693251,0.9969325153374233,827.0,2.53680981595092,38.52,-121.45,low
1269,4.8214,35.0,5.523668639053255,1.014792899408284,1213.0,3.588757396449704,37.54,-122.03,average
1270,2.7461,17.0,5.4261904761904765,1.0666666666666667,1200.0,2.857142857142857,36.15,-120.38,low
1271,5.2519,50.0,4.759191176470588,1.0459558823529411,945.0,1.7371323529411764,37.76,-122.44,high
1272,3.8214,36.0,5.897435897435898,1.0128205128205128,690.0,2.948717948717949,33.83,-117.95,average
1273,13.2935,27.0,7.607142857142857,1.012672811059908,2336.0,2.6912442396313363,34.11,-118.49,high
1274,4.2375,7.0,3.8892355694227767,1.0811232449297972,951.0,1.4836193447737909,32.71,-117.17,average
1275,3.6845,32.0,4.326388888888889,1.0208333333333333,1516.0,3.509259259259259,34.21,-118.39,average
1276,1.8396,44.0,4.775628626692456,1.0986460348162477,1363.0,2.6363636363636362,34.13,-117.28,low
1277,2.6172,40.0,4.4520547945205475,1.1621004566210045,1038.0,2.3698630136986303,34.15,-118.11,average
1278,2.9559,36.0,4.65242718446602,1.0407766990291263,1225.0,2.378640776699029,38.61,-121.39,low
1279,2.6445,39.0,5.113175675675675,1.027027027027027,2199.0,3.714527027027027,36.52,-119.35,low
1280,3.0047,9.0,4.008108108108108,1.0405405405405406,1430.0,1.9324324324324325,37.37,-122.03,high
1281,4.6133,29.0,5.5625,0.9924242424242424,1132.0,2.143939393939394,33.79,-118.13,high
1282,8.6001,15.0,7.138702460850112,1.0782997762863535,930.0,2.0805369127516777,33.61,-117.86,high
1283,3.1161,21.0,5.369465648854962,1.0183206106870228,1687.0,2.5755725190839693,38.68,-121.16,low
1284,4.625,17.0,7.2594594594594595,1.0972972972972972,511.0,2.7621621621621624,37.03,-121.96,high
1285,4.5052,32.0,4.636363636363637,0.922077922077922,654.0,4.246753246753247,33.77,-117.94,average
1286,6.2642,48.0,5.9798994974874375,0.914572864321608,497.0,2.4974874371859297,37.73,-122.49,high
1287,4.2458,52.0,3.9129989764585464,1.0644831115660185,1830.0,1.873080859774821,37.8,-122.42,high
1288,4.0775,10.0,6.140900195694717,1.025440313111546,1275.0,2.4951076320939336,39.14,-121.03,average
1289,3.0,52.0,3.9604166666666667,1.09375,1856.0,3.8666666666666667,34.11,-118.2,low
1290,4.0878,36.0,5.051798561151079,0.9553956834532374,2965.0,4.266187050359712,34.25,-119.15,average
1291,4.5744,52.0,5.429245283018868,1.0778301886792452,1154.0,2.7216981132075473,37.74,-122.49,high
1292,5.5161,15.0,8.126016260162602,1.1666666666666667,585.0,2.3780487804878048,39.04,-121.06,high
1293,2.2727,10.0,4.934027777777778,1.0763888888888888,1443.0,2.5052083333333335,36.59,-119.61,low
1294,3.8906,15.0,4.832386363636363,0.9829545454545454,723.0,2.053977272727273,38.67,-121.27,low
1295,2.7039,34.0,6.780254777070064,1.1146496815286624,969.0,3.0859872611464967,38.95,-121.47,low
1296,4.2813,45.0,4.209606986899563,0.9890829694323144,1323.0,2.888646288209607,33.89,-118.32,average
1297,2.5909,31.0,4.4106529209622,1.0721649484536082,1255.0,2.156357388316151,32.76,-117.09,average
1298,3.7766,19.0,5.138211382113822,1.1260162601626016,2332.0,4.739837398373984,36.88,-121.71,average
1299,3.125,38.0,4.9,1.01,402.0,4.02,34.24,-118.41,average
1300,4.1361,26.0,5.878195488721804,1.0075187969924813,1884.0,2.833082706766917,34.02,-117.03,low
1301,4.6029,15.0,6.134020618556701,0.9922680412371134,1292.0,3.329896907216495,37.99,-121.84,low
1302,1.6319,28.0,2.53232462173315,1.1127922971114168,3199.0,4.400275103163686,34.05,-118.21,low
1303,3.88,42.0,5.02803738317757,1.1009345794392524,1149.0,2.147663551401869,34.14,-118.08,high
1304,7.5791,18.0,6.783904619970194,1.052160953800298,1918.0,2.8584202682563338,33.59,-117.66,high
1305,2.006,37.0,3.769230769230769,1.023076923076923,1579.0,4.0487179487179485,34.04,-118.3,low
1306,6.9326,6.0,7.314775160599572,1.0556745182012848,1319.0,2.8244111349036403,33.03,-117.25,high
1307,3.5,10.0,5.72791519434629,1.1236749116607774,866.0,3.060070671378092,40.25,-122.35,low
1308,5.6454,33.0,5.642297650130549,1.0,1235.0,3.224543080939948,33.9,-117.99,average
1309,3.0,25.0,5.271084337349397,0.9397590361445783,646.0,3.891566265060241,36.8,-119.71,low
1310,5.0482,45.0,5.80091533180778,1.0411899313501145,1036.0,2.3707093821510297,34.17,-118.05,high
1311,3.2,52.0,6.108374384236453,1.160919540229885,1424.0,2.3382594417077174,39.27,-121.02,low
1312,5.1067,40.0,6.353430353430354,1.0166320166320166,1103.0,2.2931392931392933,37.93,-122.32,high
1313,3.3661,31.0,5.58648111332008,1.0298210735586482,1640.0,3.2604373757455267,38.05,-121.98,low
1314,5.3224,17.0,6.103633916554509,1.0255720053835802,1562.0,2.1022880215343203,38.0,-121.36,average
1315,3.6207,27.0,3.9307201458523244,1.1066545123062899,1634.0,1.4895168641750227,34.09,-118.39,high
1316,2.3,30.0,3.65,1.025,164.0,4.1,36.32,-121.26,average
1317,4.8304,32.0,4.9296482412060305,0.9723618090452262,1274.0,3.201005025125628,33.95,-118.08,average
1318,3.3995,30.0,3.84257602862254,1.0679785330948122,1341.0,2.3989266547406083,34.0,-118.43,high
1319,2.4949,44.0,5.318284424379232,1.0880361173814899,1043.0,2.3544018058690743,38.12,-121.27,low
1320,6.2734,14.0,6.549701046337818,1.0280269058295963,8380.0,3.131539611360239,33.99,-117.83,high
1321,4.5673,26.0,6.294964028776978,1.0215827338129497,962.0,3.460431654676259,34.26,-118.76,average
1322,3.875,11.0,9.37546468401487,2.0,616.0,2.2899628252788102,33.04,-116.61,average
1323,2.1553,37.0,4.255287009063444,1.081570996978852,1341.0,2.025679758308157,36.98,-122.03,high
1324,2.2083,31.0,4.441860465116279,1.12015503875969,1163.0,4.507751937984496,34.06,-118.09,average
1325,2.3159,13.0,4.1274060494958755,1.0421631530705775,3094.0,2.835930339138405,33.16,-117.2,low
1326,5.6356,33.0,5.660899653979238,0.9515570934256056,866.0,2.9965397923875434,34.22,-118.62,average
1327,4.1667,46.0,2.7142857142857144,0.5714285714285714,66.0,4.714285714285714,33.81,-117.99,average
1328,2.6094,20.0,6.802631578947368,1.355263157894737,647.0,2.837719298245614,38.03,-120.39,low
1329,2.2174,38.0,3.517175572519084,1.0782442748091603,1449.0,2.765267175572519,34.16,-118.14,average
1330,1.8819,16.0,6.686493184634449,1.4646840148698885,1802.0,2.2329615861214376,35.58,-118.45,low
1331,2.0734,21.0,3.833605220228385,1.0880913539967374,1621.0,2.6443719412724307,32.59,-117.1,low
1332,3.8272,23.0,6.108557844690966,1.0134706814580032,4147.0,3.286053882725832,38.62,-121.48,low
1333,4.125,36.0,5.178571428571429,0.8642857142857143,335.0,2.392857142857143,37.66,-122.42,high
1334,4.4722,18.0,5.511560693641618,1.0419075144508672,1881.0,2.718208092485549,34.11,-117.79,average
1335,4.5375,18.0,6.757894736842105,1.0157894736842106,621.0,3.268421052631579,36.72,-119.59,low
1336,2.9861,28.0,4.593253968253968,1.0674603174603174,1360.0,2.6984126984126986,33.87,-117.9,average
1337,2.2982,45.0,5.5,1.06,1980.0,3.6,32.74,-117.21,low
1338,6.3427,15.0,8.166666666666666,1.0757575757575757,287.0,4.348484848484849,33.71,-117.9,high
1339,3.5333,10.0,5.154434250764526,1.0168195718654434,1823.0,2.787461773700306,38.14,-121.26,low
1340,3.7973,4.0,4.860127157129882,1.0990009082652135,2988.0,2.7138964577656677,34.12,-117.56,average
1341,3.1553,17.0,5.900990099009901,1.0673267326732674,1531.0,3.0316831683168317,33.2,-116.99,high
1342,3.3942,4.0,5.412186379928316,1.2783751493428912,1804.0,2.15531660692951,36.81,-119.86,low
1343,3.0199,20.0,5.212922173274596,1.080763582966226,2229.0,3.2731277533039647,34.08,-117.61,low
1344,10.3329,22.0,7.898395721925134,1.0427807486631016,520.0,2.7807486631016043,37.37,-122.11,high
1345,3.1667,36.0,5.560640732265446,0.9748283752860412,1199.0,2.7437070938215102,38.53,-121.43,low
1346,6.3566,16.0,5.561643835616438,0.8794520547945206,1343.0,3.6794520547945204,37.27,-121.82,high
1347,1.3668,52.0,2.673635307781649,1.089430894308943,1515.0,1.759581881533101,37.79,-122.41,low
1348,6.0487,15.0,7.616883116883117,0.948051948051948,450.0,2.9220779220779223,38.26,-122.07,average
1349,2.3977,52.0,5.32345013477089,1.0215633423180592,1043.0,2.811320754716981,33.98,-118.31,low
1350,2.1354,44.0,4.613157894736842,1.018421052631579,1165.0,3.0657894736842106,34.0,-118.29,low
1351,6.1007,17.0,6.886426592797784,1.1551246537396123,876.0,2.4265927977839334,33.52,-117.71,high
1352,1.8781,29.0,3.751269035532995,1.0482233502538072,1580.0,4.01015228426396,34.06,-118.21,low
1353,3.6693,28.0,5.088028169014085,0.9436619718309859,1017.0,3.5809859154929575,36.83,-121.76,average
1354,4.6628,44.0,6.589905362776025,1.0977917981072556,837.0,2.640378548895899,37.59,-122.38,high
1355,3.0417,48.0,4.690631808278867,1.1263616557734204,1656.0,3.607843137254902,37.86,-122.25,high
1356,4.7917,30.0,5.211136890951276,1.0348027842227379,1837.0,4.262180974477959,34.03,-117.93,average
1357,2.1667,36.0,6.573099415204679,1.0760233918128654,504.0,2.9473684210526314,39.18,-121.43,low
1358,2.7734,23.0,5.102827763496144,1.0899742930591259,1198.0,3.0796915167095116,37.79,-121.23,low
1359,3.154,23.0,5.923312883435583,1.072085889570552,2082.0,3.1932515337423313,34.03,-117.08,low
1360,3.8625,41.0,4.658018867924528,1.0377358490566038,1528.0,3.6037735849056602,37.72,-122.4,average
1361,3.5647,33.0,5.423357664233577,1.0583941605839415,781.0,2.8503649635036497,38.22,-122.49,high
1362,3.5265,11.0,5.285115303983228,1.0922431865828093,1390.0,2.9140461215932913,38.8,-121.22,low
1363,2.9063,9.0,4.409090909090909,0.9090909090909091,91.0,4.136363636363637,37.08,-120.79,low
1364,5.6605,17.0,6.064056939501779,0.9359430604982206,781.0,2.7793594306049823,33.16,-117.31,average
1365,5.3146,33.0,5.201183431952662,1.0710059171597632,547.0,3.2366863905325443,33.92,-118.09,average
1366,4.7609,24.0,6.180327868852459,1.0683060109289617,1125.0,3.0737704918032787,37.69,-122.17,average
1367,2.765,13.0,4.490074441687345,0.9813895781637717,1759.0,2.1823821339950373,33.23,-117.3,low
1368,8.1344,5.0,7.0418604651162795,1.0232558139534884,1355.0,6.3023255813953485,34.5,-118.44,high
1369,2.5821,20.0,3.5811051693404634,1.0873440285204992,1570.0,1.3992869875222815,38.58,-121.5,low
1370,3.2546,16.0,4.045725646123261,1.121272365805169,1118.0,2.2226640159045727,33.83,-117.97,average
1371,2.1046,35.0,3.9812734082397006,1.16729088639201,2221.0,2.772784019975031,34.03,-118.32,low
1372,8.4443,17.0,7.465483234714004,0.9743589743589743,1527.0,3.0118343195266273,34.15,-118.84,high
1373,3.3438,36.0,4.550684931506849,1.082191780821918,690.0,1.8904109589041096,34.06,-118.37,high
1374,1.3194,14.0,3.4556962025316458,1.0,827.0,3.4894514767932487,32.7,-117.12,low
1375,4.74,42.0,5.105540897097625,1.0237467018469657,1136.0,2.9973614775725594,33.9,-118.36,average
1376,3.5347,23.0,5.430952380952381,0.9714285714285714,1164.0,2.7714285714285714,40.56,-122.38,low
1377,2.5132,44.0,4.94017094017094,1.037037037037037,1133.0,3.2279202279202277,34.06,-118.19,average
1378,4.0,36.0,6.0,1.5,27.0,3.375,37.33,-121.29,low
1379,1.5474,44.0,4.674931129476584,1.137741046831956,1396.0,3.8457300275482096,32.71,-117.13,low
1380,3.3229,9.0,4.5,1.0461538461538462,860.0,1.6538461538461537,36.84,-119.82,low
1381,2.6324,35.0,4.173745173745174,1.027027027027027,691.0,2.667953667953668,32.79,-116.96,low
1382,3.0491,34.0,4.498721227621483,1.10230179028133,1282.0,3.278772378516624,33.97,-118.04,average
1383,3.3005,12.0,5.92018779342723,1.0985915492957747,1970.0,3.082942097026604,40.39,-122.37,low
1384,5.6704,35.0,6.177304964539007,1.00354609929078,812.0,2.879432624113475,33.91,-118.37,high
1385,3.6812,52.0,4.848314606741573,1.0786516853932584,614.0,1.7247191011235956,37.79,-122.44,high
1386,1.625,34.0,4.8259668508287294,1.091160220994475,935.0,2.5828729281767955,37.96,-120.24,low
1387,2.2372,19.0,4.052459016393443,1.0131147540983607,2143.0,3.5131147540983605,33.88,-117.55,low
1388,2.48,20.0,4.6453900709219855,1.0780141843971631,1538.0,2.181560283687943,37.69,-121.01,low
1389,3.038,31.0,3.46843853820598,0.946843853820598,762.0,2.53156146179402,36.6,-121.86,average
1390,5.0887,46.0,5.797114517583409,0.9855725879170424,2535.0,2.285843101893598,37.74,-122.45,high
1391,7.3644,16.0,7.025134649910234,1.014362657091562,1752.0,3.1454219030520645,37.54,-122.27,high
1392,2.8299,43.0,4.57630979498861,1.0068337129840548,1095.0,2.4943052391799543,33.96,-118.3,low
1393,3.1528,35.0,4.158940397350993,0.9735099337748344,2990.0,9.900662251655628,34.05,-118.17,low
1394,7.472,10.0,7.769716088328075,1.1813880126182965,1478.0,2.331230283911672,32.99,-117.25,high
1395,4.8036,36.0,5.644628099173554,0.9201101928374655,1105.0,3.044077134986226,33.95,-118.11,high
1396,6.0889,22.0,6.494103773584905,0.9917452830188679,2785.0,3.2841981132075473,37.23,-121.83,high
1397,4.0714,42.0,5.843501326259947,1.0928381962864722,1012.0,2.684350132625995,34.19,-118.13,average
1398,4.3269,40.0,5.534090909090909,1.0833333333333333,1322.0,5.007575757575758,33.8,-117.85,average
1399,5.1036,4.0,5.937673130193906,1.0311634349030472,4250.0,2.943213296398892,35.33,-119.12,low
1400,6.0494,24.0,5.175824175824176,1.0018315018315018,1738.0,3.183150183150183,33.72,-117.98,average
1401,3.3269,22.0,7.677083333333333,1.65625,773.0,2.6840277777777777,37.09,-119.4,low
1402,6.2427,19.0,6.446293494704992,1.0257186081694403,2621.0,3.9652042360060515,33.85,-118.08,high
1403,5.3321,7.0,7.830524344569288,1.2303370786516854,3907.0,3.6582397003745317,37.73,-121.44,average
1404,1.8564,37.0,3.814814814814815,1.0507544581618655,2586.0,3.5473251028806585,34.03,-118.3,average
1405,4.6937,26.0,5.484011627906977,1.0087209302325582,2103.0,3.056686046511628,34.13,-117.84,average
1406,6.2064,29.0,5.780238500851789,0.9778534923339012,1471.0,2.5059625212947187,34.17,-118.58,high
1407,2.148,46.0,4.273838630806846,1.0464547677261613,1707.0,4.17359413202934,34.0,-118.27,low
1408,4.6226,36.0,5.126237623762377,0.9851485148514851,988.0,2.4455445544554455,33.96,-118.02,average
1409,3.6435,18.0,3.2580645161290325,1.0725806451612903,866.0,1.7459677419354838,33.89,-117.88,low
1410,2.9886,21.0,5.097130242825607,0.9359823399558499,1047.0,2.3112582781456954,36.31,-119.32,low
1411,1.5329,39.0,4.263285024154589,1.0,1056.0,2.550724637681159,37.98,-121.25,low
1412,2.5795,42.0,3.933333333333333,1.1333333333333333,54.0,1.8,38.03,-122.14,average
1413,1.8529,46.0,5.356037151702786,1.043343653250774,752.0,2.328173374613003,36.34,-119.65,low
1414,2.3523,34.0,3.697802197802198,0.9505494505494505,539.0,2.9615384615384617,36.86,-120.45,low
1415,5.6346,36.0,6.154205607476635,1.0654205607476634,531.0,2.4813084112149535,33.72,-117.6,high
1416,7.6986,23.0,7.141501294219155,1.1130284728213977,3176.0,2.740293356341674,33.75,-118.38,high
1417,7.3693,25.0,6.695271453590193,1.02276707530648,1689.0,2.957968476357268,37.33,-122.02,high
1418,4.7159,9.0,6.402298850574713,0.9885057471264368,529.0,3.0402298850574714,37.68,-120.97,average
1419,2.2042,33.0,3.492063492063492,1.0828924162257496,1057.0,1.8641975308641976,32.75,-117.24,average
1420,3.1382,14.0,4.956442831215971,1.0490018148820326,1109.0,2.0127041742286753,37.31,-121.81,low
1421,3.8056,36.0,4.651488616462347,1.001751313485114,2370.0,4.15061295971979,33.76,-117.89,average
1422,13.2949,4.0,9.104216388225934,1.0779634049323787,3898.0,3.1010342084327767,37.82,-121.89,high
1423,3.1711,44.0,4.033783783783784,1.0456081081081081,1461.0,2.4679054054054053,33.79,-118.14,average
1424,5.543,34.0,6.175496688741722,1.1423841059602649,963.0,3.1887417218543046,33.86,-118.36,high
1425,8.8742,31.0,5.6929460580912865,1.0943983402489628,1938.0,2.0103734439834025,33.6,-117.88,high
1426,6.0531,26.0,6.685840707964601,1.0530973451327434,1852.0,4.097345132743363,33.86,-118.25,average
1427,4.0341,33.0,5.565040650406504,1.1382113821138211,758.0,3.0813008130081303,38.24,-122.62,low
1428,3.5507,24.0,5.121052631578947,1.0526315789473684,718.0,1.8894736842105264,38.3,-122.45,high
1429,3.0208,38.0,5.605664488017429,1.0544662309368191,1568.0,3.4161220043572986,34.0,-118.11,average
1430,4.75,46.0,6.079601990049751,0.9875621890547264,952.0,2.3681592039800994,37.54,-122.31,high
1431,2.1265,32.0,4.436314363143631,1.1111111111111112,2050.0,2.7777777777777777,37.98,-121.26,low
1432,2.1888,30.0,3.297029702970297,1.0367751060820367,2172.0,3.072135785007072,34.21,-118.45,average
1433,2.8175,22.0,4.330964467005076,1.0253807106598984,2766.0,2.8081218274111674,32.81,-116.94,low
1434,4.084,7.0,9.65879120879121,1.9115384615384616,3581.0,1.9675824175824175,33.74,-116.38,average
1435,3.9632,25.0,4.56,1.0752941176470587,1280.0,3.011764705882353,34.18,-118.54,average
1436,4.4375,13.0,4.548387096774194,0.9612903225806452,718.0,4.632258064516129,32.69,-117.06,low
1437,3.5313,38.0,5.511864406779661,1.040677966101695,1280.0,4.338983050847458,33.93,-118.2,low
1438,1.7237,36.0,4.510917030567685,1.165938864628821,1112.0,4.85589519650655,34.0,-118.25,low
1439,3.1753,27.0,5.134228187919463,1.0033557046979866,2212.0,2.4742729306487696,35.35,-119.04,low
1440,4.2149,42.0,4.933806146572104,0.950354609929078,1342.0,3.1725768321513,37.36,-121.88,average
1441,3.0466,15.0,3.0356798457087755,1.0761812921890068,3556.0,3.429122468659595,37.36,-121.85,average
1442,2.9185,27.0,4.408878504672897,1.1378504672897196,1339.0,3.128504672897196,34.21,-119.19,average
1443,6.6897,22.0,7.408783783783784,1.0016891891891893,1915.0,3.2347972972972974,33.89,-117.86,high
1444,4.0385,52.0,5.053619302949062,1.0750670241286864,764.0,2.0482573726541555,34.17,-118.04,high
1445,3.6875,28.0,4.65566037735849,1.0471698113207548,2974.0,2.004043126684636,37.74,-122.27,high
1446,6.3489,13.0,5.795527156549521,1.0223642172523961,1010.0,3.2268370607028753,33.9,-117.92,high
1447,3.2596,48.0,5.145985401459854,1.1094890510948905,677.0,2.4708029197080292,34.11,-118.05,high
1448,4.2292,36.0,5.76678445229682,1.0424028268551238,797.0,2.8162544169611308,33.95,-118.02,average
1449,3.5278,25.0,5.144549763033176,1.0213270142180095,1053.0,2.495260663507109,38.55,-121.39,low
1450,2.683,15.0,6.365714285714286,1.3485714285714285,653.0,1.8657142857142857,33.83,-116.98,low
1451,2.0852,19.0,3.6046128500823724,1.014827018121911,1304.0,2.1482701812191105,32.76,-117.11,low
1452,3.5833,45.0,5.424418604651163,0.997093023255814,919.0,2.671511627906977,33.86,-118.13,average
1453,3.2396,52.0,4.02156862745098,1.0823529411764705,1400.0,2.7450980392156863,37.78,-122.46,high
1454,3.8426,16.0,4.70694087403599,1.0025706940874035,1347.0,3.462724935732648,33.85,-118.03,high
1455,3.3897,18.0,8.644951140065146,1.793702497285559,2009.0,2.181324647122693,33.84,-116.57,average
1456,3.1786,41.0,3.079136690647482,0.7985611510791367,585.0,4.2086330935251794,33.98,-118.17,low
1457,2.3194,20.0,5.7781456953642385,1.1523178807947019,1093.0,3.619205298013245,36.77,-120.21,low
1458,1.3729,15.0,3.6039488966318234,1.1207897793263646,3061.0,3.5551684088269453,37.99,-121.31,low
1459,3.3125,38.0,4.531746031746032,1.0138888888888888,2451.0,4.863095238095238,33.73,-117.86,average
1460,1.9323,36.0,3.439121756487026,1.1357285429141717,1664.0,3.3213572854291415,34.05,-118.3,average
1461,4.2708,35.0,5.3562753036437245,0.951417004048583,807.0,3.2672064777327936,33.94,-118.01,average
1462,2.314,42.0,4.265582655826559,1.018970189701897,844.0,2.2872628726287263,38.46,-122.71,average
1463,1.6635,37.0,4.990196078431373,1.0441176470588236,663.0,3.25,36.51,-119.56,low
1464,3.7109,40.0,5.430939226519337,1.080110497237569,1120.0,3.0939226519337018,34.04,-118.14,average
1465,3.072,15.0,5.977941176470588,1.236764705882353,1986.0,2.9205882352941175,37.69,-120.97,low
1466,3.2422,33.0,4.672199170124482,1.107883817427386,621.0,2.5767634854771786,32.74,-117.11,low
1467,4.5766,18.0,6.088541666666667,0.96875,614.0,3.1979166666666665,38.56,-121.32,low
1468,2.3355,18.0,5.711722488038277,1.0598086124401913,1868.0,2.2344497607655502,33.97,-117.01,low
1469,2.5872,15.0,5.041450777202073,1.0224525043177892,1130.0,1.9516407599309153,33.23,-117.33,low
1470,2.9432,52.0,4.949458483754513,1.1371841155234657,986.0,3.55956678700361,33.98,-118.3,low
1471,1.3523,18.0,5.883116883116883,1.5194805194805194,152.0,1.974025974025974,39.39,-120.74,low
1472,4.0972,24.0,4.130526315789473,1.2021052631578948,7174.0,7.551578947368421,37.43,-122.17,high
1473,7.3861,16.0,5.661596958174905,0.9961977186311787,945.0,3.593155893536122,37.41,-121.86,high
1474,3.6696,40.0,5.230769230769231,1.0796703296703296,1183.0,3.25,34.1,-118.09,average
1475,3.4934,27.0,5.46,1.0466666666666666,451.0,3.006666666666667,37.57,-120.85,average
1476,4.8194,45.0,5.197860962566845,0.9679144385026738,554.0,2.962566844919786,34.21,-118.4,average
1477,5.7764,18.0,5.7700119474313025,1.025089605734767,4336.0,2.5902031063321385,33.76,-118.3,high
1478,4.0568,52.0,5.176842105263158,1.0673684210526315,1012.0,2.130526315789474,37.75,-122.43,high
1479,3.7188,8.0,5.010213277260439,1.0384499849804747,7919.0,2.378792430159207,38.62,-121.5,low
1480,3.6447,36.0,6.099547511312217,1.0588235294117647,643.0,2.909502262443439,33.84,-118.16,average
1481,3.0278,26.0,5.803347280334728,1.1589958158995817,664.0,2.778242677824268,34.07,-117.39,low
1482,2.9899,52.0,4.050964187327824,1.078512396694215,1545.0,2.128099173553719,37.76,-122.47,high
1483,3.1094,40.0,4.822916666666667,1.0729166666666667,841.0,2.920138888888889,38.37,-122.73,average
1484,3.1667,52.0,4.136986301369863,1.0365296803652968,1662.0,7.589041095890411,37.35,-121.94,average
1485,6.5571,10.0,6.4614243323442135,1.0623145400593472,2030.0,3.0118694362017804,34.13,-118.76,high
1486,2.4583,29.0,3.8214285714285716,0.9438775510204082,708.0,3.6122448979591835,33.92,-118.18,low
1487,2.375,11.0,5.965116279069767,1.2093023255813953,204.0,2.372093023255814,39.78,-120.48,low
1488,3.0221,38.0,4.497584541062802,0.8743961352657005,566.0,2.7342995169082127,38.1,-122.22,low
1489,4.125,29.0,4.7781954887218046,1.0225563909774436,1338.0,5.030075187969925,34.28,-118.42,low
1490,4.0833,35.0,4.7898550724637685,0.9299516908212561,1577.0,3.8091787439613527,37.69,-122.46,high
1491,4.3625,13.0,6.970731707317073,1.0195121951219512,702.0,3.424390243902439,36.93,-119.87,low
1492,4.7143,14.0,5.757575757575758,0.98989898989899,839.0,2.824915824915825,38.94,-121.07,low
1493,2.8,27.0,4.420494699646643,0.9964664310954063,503.0,1.7773851590106007,34.44,-119.74,high
1494,3.0833,50.0,4.641160949868074,1.071240105540897,1724.0,2.2744063324538257,34.05,-118.36,high
1495,6.5847,23.0,8.442748091603054,1.0381679389312977,1124.0,2.8600508905852418,37.92,-122.03,high
1496,2.6884,24.0,3.6370967741935485,1.0451612903225806,3985.0,3.213709677419355,34.08,-118.1,average
1497,3.1563,42.0,6.1875,1.0,158.0,4.9375,37.36,-121.92,low
1498,2.0076,38.0,5.330561330561331,1.135135135135135,1301.0,2.7047817047817047,35.64,-120.69,low
1499,3.8472,35.0,6.296482412060302,1.020100502512563,1316.0,3.306532663316583,37.82,-121.17,average
